,layer,pos,prob
0,0,0,0.16365045309066772
1,0,1,0.16365045309066772
2,0,2,0.16365045309066772
3,0,3,0.12276488542556763
4,0,4,0.164800226688385
5,0,5,0.1269233077764511
6,0,6,0.3569253981113434
7,0,7,0.1065182313323021
8,0,8,0.1728523075580597
9,0,9,0.16375966370105743
10,0,10,0.1718529760837555
11,0,11,0.1510816067457199
12,0,12,0.15854212641716003
13,0,13,0.18516109883785248
14,1,0,0.16365045309066772
15,1,1,0.16365045309066772
16,1,2,0.16365045309066772
17,1,3,0.12276488542556763
18,1,4,0.1545470803976059
19,1,5,0.28774890303611755
20,1,6,0.23605592548847198
21,1,7,0.10323258489370346
22,1,8,0.17809385061264038
23,1,9,0.16720110177993774
24,1,10,0.1716805249452591
25,1,11,0.15366603434085846
26,1,12,0.15588681399822235
27,1,13,0.1853962242603302
28,2,0,0.16365045309066772
29,2,1,0.16365045309066772
30,2,2,0.16365045309066772
31,2,3,0.12276488542556763
32,2,4,0.15444457530975342
33,2,5,0.3045574426651001
34,2,6,0.21476294100284576
35,2,7,0.0904579907655716
36,2,8,0.18569929897785187
37,2,9,0.18660396337509155
38,2,10,0.16195200383663177
39,2,11,0.15445789694786072
40,2,12,0.15371623635292053
41,2,13,0.18229909241199493
42,3,0,0.16365045309066772
43,3,1,0.16365045309066772
44,3,2,0.16365045309066772
45,3,3,0.12276488542556763
46,3,4,0.1538141816854477
47,3,5,0.33531513810157776
48,3,6,0.21421168744564056
49,3,7,0.10428819805383682
50,3,8,0.19478745758533478
51,3,9,0.18787845969200134
52,3,10,0.15794029831886292
53,3,11,0.15386860072612762
54,3,12,0.15269148349761963
55,3,13,0.18423938751220703
56,4,0,0.16365045309066772
57,4,1,0.16365045309066772
58,4,2,0.16365045309066772
59,4,3,0.12276488542556763
60,4,4,0.15216228365898132
61,4,5,0.34139665961265564
62,4,6,0.18687035143375397
63,4,7,0.09188796579837799
64,4,8,0.20284834504127502
65,4,9,0.1843847781419754
66,4,10,0.1609065979719162
67,4,11,0.1551087647676468
68,4,12,0.15819863975048065
69,4,13,0.18646147847175598
70,5,0,0.16365045309066772
